"geo","sex","edu.att","age.group","year","deaths.new","pop.size","age","mx","mx.tot","pop.tot","deaths.tot","deaths_edu_prop"
"Turkey","F","noEdu.primary","80-84",2005,21889,247800,80,0.332678244652748,0.08739831,258800,22619,0.967707098334292
"Turkey","F","secondary.higher","85+",2005,737,4700,85,0.548758047816217,0.195686681437332,138700,27142,0.02712962281412
"Turkey","M","secondary.higher","15-19",2005,3565,2971300,15,0.000823832485714286,0.0012815172,3217900,4124,0.864406779661017
"Turkey","M","noEdu.primary","20-24",2005,2588,562300,20,0.00366920970176394,0.0018523092,3210900,5948,0.435075885328836
"Turkey","M","noEdu.primary","25-29",2005,4106,651300,25,0.00649311327360221,0.0021536144,3006100,6474,0.634128055180687
"Turkey","M","secondary.higher","30-34",2005,2241,2004500,30,0.00116028872111377,0.002486758,2659700,6615,0.338770754442179
"Turkey","M","secondary.higher","35-39",2005,2445,1644700,35,0.00154307573519173,0.0029478454,2303900,6792,0.359846873670778
"Turkey","M","noEdu.primary","40-44",2005,5195,752100,40,0.00970792112477797,0.0036759997,2015500,7409,0.701171499903975
"Turkey","M","noEdu.primary","45-49",2005,6470,840500,45,0.0164843911554219,0.0047971547,1718900,8246,0.784509115615446
"Turkey","M","secondary.higher","50-54",2005,1543,569000,50,0.00762710872937879,0.0065602683,1411700,9262,0.16655793069041
"Turkey","M","secondary.higher","55-59",2005,1405,330100,55,0.0128747519397717,0.0099279631,1060800,10532,0.133312421580928
"Turkey","M","noEdu.primary","60-64",2005,12734,684100,60,0.0560954915123015,0.015867722,893000,14170,0.898648806875395
"Turkey","M","noEdu.primary","65-69",2005,19256,672100,65,0.0851944419272542,0.025985616,797400,20721,0.929273913466844
"Turkey","M","secondary.higher","70-74",2005,1873,76600,70,0.0658706874637335,0.046355187,655200,30372,0.0616523715270141
"Turkey","M","secondary.higher","75-79",2005,1865,35700,75,0.131562369626086,0.08257861,345000,28490,0.0654305853509041
"Turkey","M","noEdu.primary","80-84",2005,18141,123600,80,0.377936993528414,0.14200858,137300,19498,0.930372435769767
"Turkey","M","noEdu.primary","85+",2005,10995,41100,85,0.683664458598928,0.260669803013743,45000,11731,0.937226910376572
"Turkey","F","secondary.higher","15-19",2005,1616,2603300,15,0.000460761428571429,0.00071674,3152600,2260,0.714711137581894
"Turkey","F","secondary.higher","20-24",2005,869,2083400,20,0.000510337047131034,0.00080148,3182000,2551,0.340588988476312
"Turkey","F","noEdu.primary","25-29",2005,2455,1261400,25,0.0036580680952785,0.00099591,3026900,3015,0.814220183486238
"Turkey","F","noEdu.primary","30-34",2005,2661,1298600,30,0.00425435822477422,0.00116125,2749100,3193,0.833082026537998
"Turkey","F","secondary.higher","35-39",2005,602,1095300,35,0.00116555531576683,0.00138567,2393400,3317,0.181366283198409
"Turkey","F","secondary.higher","40-44",2005,570,752400,40,0.00221324837009328,0.00171607,2152500,3694,0.154045307443366
"Turkey","F","noEdu.primary","45-49",2005,3912,1434300,45,0.0110846682715176,0.00229245,1943900,4457,0.877573549704697
"Turkey","F","noEdu.primary","50-54",2005,4964,1360800,50,0.0164034206135034,0.00327656,1669800,5472,0.907029662738724
"Turkey","F","secondary.higher","55-59",2005,434,161600,55,0.0115037722145471,0.00494074,1228500,6070,0.0714697406340058
"Turkey","F","secondary.higher","60-64",2005,425,95500,60,0.0180842719672853,0.00778228,997100,7760,0.0546575992408667
"Turkey","F","noEdu.primary","65-69",2005,10367,770600,65,0.0525727982170744,0.01307077,826300,10801,0.959728045862649
"Turkey","F","noEdu.primary","70-74",2005,17464,697200,70,0.0900696802164196,0.02454037,738200,18116,0.963972123296083
"Turkey","F","secondary.higher","75-79",2005,806,24200,75,0.116686374670026,0.04692192,499600,23443,0.0343740490536182
"Turkey","F","secondary.higher","80-84",2005,731,11000,80,0.250044152831683,0.08739831,258800,22619,0.032292901665708
"Turkey","F","noEdu.primary","85+",2005,26406,134000,85,0.690432840275218,0.195686681437332,138700,27142,0.97287037718588
"Turkey","M","noEdu.primary","15-19",2005,560,246600,15,0.00155612802857143,0.0012815172,3217900,4124,0.135593220338983
"Turkey","M","secondary.higher","20-24",2005,3361,2648600,20,0.0010115401232108,0.0018523092,3210900,5948,0.564924114671164
"Turkey","M","secondary.higher","25-29",2005,2369,2354800,25,0.00103587943102887,0.0021536144,3006100,6474,0.365871944819313
"Turkey","M","noEdu.primary","30-34",2005,4375,655200,30,0.00692908581370731,0.002486758,2659700,6615,0.661229245557821
"Turkey","M","noEdu.primary","35-39",2005,4348,659200,35,0.00684917736615826,0.0029478454,2303900,6792,0.640153126329222
"Turkey","M","secondary.higher","40-44",2005,2215,1263400,40,0.00246289030114601,0.0036759997,2015500,7409,0.298828500096025
"Turkey","M","secondary.higher","45-49",2005,1777,878400,45,0.00433193985119668,0.0047971547,1718900,8246,0.215490884384554
"Turkey","M","noEdu.primary","50-54",2005,7720,842700,50,0.0257706790243989,0.0065602683,1411700,9262,0.833442069309591
"Turkey","M","noEdu.primary","55-59",2005,9128,730700,55,0.0378129561615865,0.0099279631,1060800,10532,0.866687578419072
"Turkey","M","secondary.higher","60-64",2005,1437,208900,60,0.0207150814897724,0.015867722,893000,14170,0.101351193124605
"Turkey","M","secondary.higher","65-69",2005,1466,125300,65,0.0347772192437398,0.025985616,797400,20721,0.0707260865331559
"Turkey","M","noEdu.primary","70-74",2005,28500,578600,70,0.132733070546571,0.046355187,655200,30372,0.938347628472986
"Turkey","M","noEdu.primary","75-79",2005,26626,309300,75,0.216904322173883,0.08257861,345000,28490,0.934569414649096
"Turkey","M","secondary.higher","80-84",2005,1358,13700,80,0.255163596608185,0.14200858,137300,19498,0.069627564230233
"Turkey","M","secondary.higher","85+",2005,737,3900,85,0.482440614593785,0.260669803013743,45000,11731,0.0627730896234282
"Turkey","F","noEdu.primary","15-19",2006,577,500820,15,0.000843561371428571,0.0006946976,3142320,2183,0.263880224578915
"Turkey","F","noEdu.primary","20-24",2006,1544,988060,20,0.00181741039840536,0.0007790464,3172780,2472,0.624261383385471
"Turkey","F","secondary.higher","25-29",2006,579,1827100,25,0.00057758248920357,0.0009695478,3054640,2962,0.195230171935663
"Turkey","F","secondary.higher","30-34",2006,551,1511640,30,0.000739410800210309,0.0011311816,2801120,3169,0.173710379117464
"Turkey","F","noEdu.primary","35-39",2006,2688,1296260,35,0.00430315740478626,0.0013497908,2460860,3322,0.809137055837563
"Turkey","F","noEdu.primary","40-44",2006,3057,1377420,40,0.00633313452623112,0.0016711462,2196820,3672,0.832283915283343
"Turkey","F","secondary.higher","45-49",2006,589,556840,45,0.00421808213543501,0.0022315508,1981200,4422,0.133065201382201
"Turkey","F","secondary.higher","50-54",2006,564,347980,50,0.0071755303018997,0.003188204,1719260,5482,0.102761430511544
"Turkey","F","noEdu.primary","55-59",2006,5797,1119920,55,0.0219529629062047,0.0048056618,1310020,6296,0.920617089792556
"Turkey","F","noEdu.primary","60-64",2006,7372,927860,60,0.0321290984097026,0.007567284,1035800,7839,0.94032298763563
"Turkey","F","secondary.higher","65-69",2006,480,62960,65,0.0295800823100291,0.0127088182,850580,10810,0.0443603114508179
"Turkey","F","secondary.higher","70-74",2006,670,43200,70,0.055470696449049,0.0238691782,741540,17700,0.0378302452574098
"Turkey","F","noEdu.primary","75-79",2006,23073,497380,75,0.161738786658986,0.0456812498,523860,23931,0.964106374564063
"Turkey","F","noEdu.primary","80-84",2006,22980,266660,80,0.322447160940476,0.0852208476,279120,23787,0.966068940721765
"Turkey","F","secondary.higher","85+",2006,827,5360,85,0.531881712753035,0.192530928622303,148100,28514,0.0289815294847163
"Turkey","M","secondary.higher","15-19",2006,3453,2984780,15,0.000790446188571429,0.00122958296,3212200,3950,0.874074074074074
"Turkey","M","noEdu.primary","20-24",2006,2294,498520,20,0.00352051281555613,0.00178609156,3205840,5726,0.400547445255474
"Turkey","M","noEdu.primary","25-29",2006,3939,631880,25,0.00622997603042009,0.00208369672,3039680,6334,0.621860685515716
"Turkey","M","secondary.higher","30-34",2006,2276,2069120,30,0.0011132673366863,0.0024099558,2721520,6559,0.346883468834688
"Turkey","M","secondary.higher","35-39",2006,2504,1711380,35,0.00148054168136114,0.00285690072,2367520,6764,0.370143149284254
"Turkey","M","noEdu.primary","40-44",2006,5024,730860,40,0.00931450189825856,0.00355874916,2065380,7351,0.683396908251355
"Turkey","M","noEdu.primary","45-49",2006,6289,819080,45,0.015816351486099,0.00463685276,1769640,8206,0.766295989589495
"Turkey","M","secondary.higher","50-54",2006,1681,626600,50,0.00731801565184721,0.00633147384,1463480,9266,0.181415404090352
"Turkey","M","secondary.higher","55-59",2006,1564,374060,55,0.0123529950275893,0.00957149868,1119680,10718,0.145897136362201
"Turkey","M","noEdu.primary","60-64",2006,12428,683700,60,0.0538221886497897,0.0152919712,913500,13970,0.889573814876592
"Turkey","M","noEdu.primary","65-69",2006,18439,660420,65,0.0817418869449907,0.0250515902,799120,20020,0.921024346134817
"Turkey","M","secondary.higher","70-74",2006,1968,82960,70,0.0632012390226931,0.04473801,657980,29437,0.0668229777256741
"Turkey","M","secondary.higher","75-79",2006,2035,40220,75,0.126230727039369,0.0798405872,371660,29674,0.0685571534670178
"Turkey","M","noEdu.primary","80-84",2006,19126,134360,80,0.362620874067213,0.137622978,149640,20594,0.928692602405505
"Turkey","M","noEdu.primary","85+",2006,11617,44380,85,0.655958553385678,0.254789367890199,48780,12429,0.934604642203602
"Turkey","F","secondary.higher","15-19",2006,1607,2641500,15,0.000446591314285714,0.0006946976,3142320,2183,0.736119775421085
"Turkey","F","secondary.higher","20-24",2006,929,2184720,20,0.000494642299624711,0.0007790464,3172780,2472,0.375738616614529
"Turkey","F","noEdu.primary","25-29",2006,2384,1227540,25,0.00354556900190661,0.0009695478,3054640,2962,0.804769828064337
"Turkey","F","noEdu.primary","30-34",2006,2619,1289480,30,0.0041235210094189,0.0011311816,2801120,3169,0.826289620882536
"Turkey","F","secondary.higher","35-39",2006,635,1164600,35,0.00112971018853484,0.0013497908,2460860,3322,0.190862944162437
"Turkey","F","secondary.higher","40-44",2006,616,819400,40,0.00214518281511805,0.0016711462,2196820,3672,0.167716084716657
"Turkey","F","noEdu.primary","45-49",2006,3834,1424360,45,0.0107437738161947,0.0022315508,1981200,4422,0.866934798617799
"Turkey","F","noEdu.primary","50-54",2006,4919,1371280,50,0.015898954895766,0.003188204,1719260,5482,0.897238569488456
"Turkey","F","secondary.higher","55-59",2006,500,190100,55,0.0111499887663484,0.0048056618,1310020,6296,0.079382910207444
"Turkey","F","secondary.higher","60-64",2006,468,107940,60,0.0175281138675397,0.007567284,1035800,7839,0.0596770123643704
"Turkey","F","noEdu.primary","65-69",2006,10331,787620,65,0.0509559906614475,0.0127088182,850580,10810,0.955639688549182
"Turkey","F","noEdu.primary","70-74",2006,17031,698340,70,0.0872997051638169,0.0238691782,741540,17700,0.96216975474259
"Turkey","F","secondary.higher","75-79",2006,859,26480,75,0.113097838038854,0.0456812498,523860,23931,0.0358936254359368
"Turkey","F","secondary.higher","80-84",2006,808,12460,80,0.242354372389155,0.0852208476,279120,23787,0.0339310592782347
"Turkey","F","noEdu.primary","85+",2006,27688,142740,85,0.669199482518594,0.192530928622303,148100,28514,0.971018470515284
"Turkey","M","noEdu.primary","15-19",2006,498,227420,15,0.00149306502285714,0.00122958296,3212200,3950,0.125925925925926
"Turkey","M","secondary.higher","20-24",2006,3433,2707320,20,0.00097054686340246,0.00178609156,3205840,5726,0.599452554744526
"Turkey","M","secondary.higher","25-29",2006,2396,2407800,25,0.000993899806422882,0.00208369672,3039680,6334,0.378139314484284
"Turkey","M","noEdu.primary","30-34",2006,4284,652400,30,0.0066482805263263,0.0024099558,2721520,6559,0.653116531165312
"Turkey","M","noEdu.primary","35-39",2006,4261,656140,35,0.00657161041572118,0.00285690072,2367520,6764,0.629856850715746
"Turkey","M","secondary.higher","40-44",2006,2328,1334520,40,0.00236308021978823,0.00355874916,2065380,7351,0.316603091748645
"Turkey","M","secondary.higher","45-49",2006,1918,950560,45,0.00415638543499562,0.00463685276,1769640,8206,0.233704010410505
"Turkey","M","noEdu.primary","50-54",2006,7586,836880,50,0.0247263070648058,0.00633147384,1463480,9266,0.818584595909648
"Turkey","M","noEdu.primary","55-59",2006,9155,745620,55,0.0362805638219398,0.00957149868,1119680,10718,0.854102863637799
"Turkey","M","secondary.higher","60-64",2006,1543,229800,60,0.0198755906006065,0.0152919712,913500,13970,0.110426185123408
"Turkey","M","secondary.higher","65-69",2006,1582,138700,65,0.0333678519322929,0.0250515902,799120,20020,0.0789756538651835
"Turkey","M","noEdu.primary","70-74",2006,27470,575020,70,0.127353984614909,0.04473801,657980,29437,0.933177022274326
"Turkey","M","noEdu.primary","75-79",2006,27640,331440,75,0.208114146650045,0.0798405872,371660,29674,0.931442846532982
"Turkey","M","secondary.higher","80-84",2006,1469,15280,80,0.24482294143359,0.137622978,149640,20594,0.0713073975944952
"Turkey","M","secondary.higher","85+",2006,813,4400,85,0.462889424282753,0.254789367890199,48780,12429,0.065395357796398
"Turkey","F","noEdu.primary","15-19",2007,510,452340,15,0.0008167956,0.0006726552,3132040,2107,0.241988227599738
"Turkey","F","noEdu.primary","20-24",2007,1402,877520,20,0.00175974489478794,0.0007566128,3163560,2394,0.585227272727273
"Turkey","F","secondary.higher","25-29",2007,597,1888700,25,0.000559256091847338,0.0009431856,3082380,2908,0.205043646944714
"Turkey","F","secondary.higher","30-34",2007,568,1572780,30,0.000715949673206911,0.0011011132,2853140,3142,0.180608974358974
"Turkey","F","noEdu.primary","35-39",2007,2658,1294420,35,0.0041666204183633,0.0013139116,2528320,3322,0.799822064056939
"Turkey","F","noEdu.primary","40-44",2007,2984,1354740,40,0.0061321874026467,0.0016262224,2241140,3645,0.818522167487685
"Turkey","F","secondary.higher","45-49",2007,630,604080,45,0.00408424454385256,0.0021706516,2018500,4382,0.143630332305185
"Turkey","F","secondary.higher","50-54",2007,616,386960,50,0.0069478543906448,0.003099848,1768720,5483,0.112224030716581
"Turkey","F","noEdu.primary","55-59",2007,5938,1172940,55,0.0212564066066526,0.0046705836,1391540,6500,0.913497471971862
"Turkey","F","noEdu.primary","60-64",2007,7392,954120,60,0.0311096585285427,0.007352288,1074500,7901,0.935575377438775
"Turkey","F","secondary.higher","65-69",2007,522,70220,65,0.0286415214076875,0.0123468664,874860,10802,0.0482343633879126
"Turkey","F","secondary.higher","70-74",2007,685,45400,70,0.0537106395848703,0.0231979864,744880,17280,0.039616021830231
"Turkey","F","noEdu.primary","75-79",2007,23451,519360,75,0.156606897573646,0.0444405796,548120,24359,0.962715716213337
"Turkey","F","noEdu.primary","80-84",2007,23988,285520,80,0.312216077228205,0.0830433852,299440,24867,0.964647065825497
"Turkey","F","secondary.higher","85+",2007,914,6020,85,0.515005377689855,0.189375175807275,157500,29827,0.0306256481161424
"Turkey","M","secondary.higher","15-19",2007,3339,2998260,15,0.000757059891428572,0.00117764872,3206500,3777,0.883956386292835
"Turkey","M","noEdu.primary","20-24",2007,1999,434740,20,0.00337181592934834,0.00171987392,3200780,5505,0.363051015354136
"Turkey","M","noEdu.primary","25-29",2007,3772,612460,25,0.00596683878723802,0.00201377904,3073260,6189,0.609369789929977
"Turkey","M","secondary.higher","30-34",2007,2305,2133740,30,0.00106624595225883,0.0023331536,2783340,6494,0.354904101044753
"Turkey","M","secondary.higher","35-39",2007,2557,1778060,35,0.00141800762753056,0.00276595604,2431140,6725,0.380220111563395
"Turkey","M","noEdu.primary","40-44",2007,4845,709620,40,0.00892108267173921,0.00344149862,2115260,7280,0.665510354252076
"Turkey","M","noEdu.primary","45-49",2007,6096,797660,45,0.0151483118167762,0.00447655082,1820380,8150,0.747957415201783
"Turkey","M","secondary.higher","50-54",2007,1812,684200,50,0.00700892257431564,0.00610267938,1515260,9248,0.195931040117657
"Turkey","M","secondary.higher","55-59",2007,1713,418020,55,0.011831238115407,0.00921503426,1178560,10861,0.157646458851278
"Turkey","M","noEdu.primary","60-64",2007,12105,683300,60,0.0515488857872783,0.0147162204,934000,13745,0.880666049953747
"Turkey","M","noEdu.primary","65-69",2007,17628,648740,65,0.0782893319627277,0.0241175644,800840,19315,0.91265206375447
"Turkey","M","secondary.higher","70-74",2007,2052,89320,70,0.0605317905816527,0.043120833,660760,28493,0.0719887097418418
"Turkey","M","secondary.higher","75-79",2007,2190,44740,75,0.120899084452652,0.0771025644,398320,30712,0.0712902078089791
"Turkey","M","noEdu.primary","80-84",2007,20013,145120,80,0.347304754606014,0.133237376,161980,21582,0.927256002207709
"Turkey","M","noEdu.primary","85+",2007,12198,47660,85,0.628252648172433,0.248908932766654,52560,13083,0.932339021048698
"Turkey","F","secondary.higher","15-19",2007,1598,2679700,15,0.0004324212,0.0006726552,3132040,2107,0.758011772400262
"Turkey","F","secondary.higher","20-24",2007,993,2286040,20,0.00047894755211839,0.0007566128,3163560,2394,0.414772727272727
"Turkey","F","noEdu.primary","25-29",2007,2312,1193680,25,0.00343306990853472,0.0009431856,3082380,2908,0.794956353055286
"Turkey","F","noEdu.primary","30-34",2007,2575,1280360,30,0.0039926837940636,0.0011011132,2853140,3142,0.819391025641026
"Turkey","F","secondary.higher","35-39",2007,665,1233900,35,0.00109386506130285,0.0013139116,2528320,3322,0.20017793594306
"Turkey","F","secondary.higher","40-44",2007,662,886400,40,0.00207711726014282,0.0016262224,2241140,3645,0.181477832512315
"Turkey","F","noEdu.primary","45-49",2007,3753,1414420,45,0.0104028793608719,0.0021706516,2018500,4382,0.856369667694815
"Turkey","F","noEdu.primary","50-54",2007,4868,1381760,50,0.0153944891780286,0.003099848,1768720,5483,0.887775969283419
"Turkey","F","secondary.higher","55-59",2007,563,218600,55,0.0107962053181497,0.0046705836,1391540,6500,0.0865025280281381
"Turkey","F","secondary.higher","60-64",2007,510,120380,60,0.016971955767794,0.007352288,1074500,7901,0.0644246225612255
"Turkey","F","noEdu.primary","65-69",2007,10281,804640,65,0.0493391831058206,0.0123468664,874860,10802,0.951765636612087
"Turkey","F","noEdu.primary","70-74",2007,16596,699480,70,0.0845297301112144,0.0231979864,744880,17280,0.960383978169769
"Turkey","F","secondary.higher","75-79",2007,909,28760,75,0.109509301407681,0.0444405796,548120,24359,0.0372842837866629
"Turkey","F","secondary.higher","80-84",2007,880,13920,80,0.234664591946628,0.0830433852,299440,24867,0.035352934174503
"Turkey","F","noEdu.primary","85+",2007,28914,151480,85,0.64796612476197,0.189375175807275,157500,29827,0.969374351883858
"Turkey","M","noEdu.primary","15-19",2007,439,208240,15,0.00143000201714286,0.00117764872,3206500,3777,0.116043613707165
"Turkey","M","secondary.higher","20-24",2007,3507,2766040,20,0.000929553603594117,0.00171987392,3200780,5505,0.636948984645864
"Turkey","M","secondary.higher","25-29",2007,2418,2460800,25,0.000951920181816894,0.00201377904,3073260,6189,0.390630210070023
"Turkey","M","noEdu.primary","30-34",2007,4190,649600,30,0.00636747523894535,0.0023331536,2783340,6494,0.645095898955247
"Turkey","M","noEdu.primary","35-39",2007,4169,653080,35,0.00629404346528416,0.00276595604,2431140,6725,0.619779888436605
"Turkey","M","secondary.higher","40-44",2007,2436,1405640,40,0.00226327013843046,0.00344149862,2115260,7280,0.334489645747924
"Turkey","M","secondary.higher","45-49",2007,2055,1022720,45,0.00398083101879457,0.00447655082,1820380,8150,0.252042584798217
"Turkey","M","noEdu.primary","50-54",2007,7437,831060,50,0.023681935105213,0.00610267938,1515260,9248,0.804068959882343
"Turkey","M","noEdu.primary","55-59",2007,9149,760540,55,0.0347481714822934,0.00921503426,1178560,10861,0.842353541148722
"Turkey","M","secondary.higher","60-64",2007,1641,250700,60,0.0190360997114406,0.0147162204,934000,13745,0.119333950046253
"Turkey","M","secondary.higher","65-69",2007,1688,152100,65,0.0319584846208459,0.0241175644,800840,19315,0.0873479362455302
"Turkey","M","noEdu.primary","70-74",2007,26442,571440,70,0.121974898683248,0.043120833,660760,28493,0.928011290258158
"Turkey","M","noEdu.primary","75-79",2007,28523,353580,75,0.199323971126209,0.0771025644,398320,30712,0.928709792191021
"Turkey","M","secondary.higher","80-84",2007,1570,16860,80,0.234482286258994,0.133237376,161980,21582,0.0727439977922914
"Turkey","M","secondary.higher","85+",2007,886,4900,85,0.443338233971721,0.248908932766654,52560,13083,0.0676609789513015
"Turkey","F","noEdu.primary","15-19",2008,447,403860,15,0.000790029828571429,0.0006506128,3121760,2032,0.219629375428964
"Turkey","F","noEdu.primary","20-24",2008,1255,766980,20,0.00170207939117053,0.0007341792,3154340,2316,0.541459369817579
"Turkey","F","secondary.higher","25-29",2008,614,1950300,25,0.000540929694491106,0.0009168234,3110120,2852,0.214998981047483
"Turkey","F","secondary.higher","30-34",2008,584,1633920,30,0.000692488546203514,0.0010710448,2905160,3112,0.18735518040384
"Turkey","F","noEdu.primary","35-39",2008,2624,1292580,35,0.00403008343194035,0.0012780324,2595780,3318,0.790711792381241
"Turkey","F","noEdu.primary","40-44",2008,2909,1332060,40,0.00593124027906229,0.0015812986,2285460,3614,0.804828358969135
"Turkey","F","secondary.higher","45-49",2008,669,651320,45,0.0039504069522701,0.0021097524,2055800,4338,0.154025740796169
"Turkey","F","secondary.higher","50-54",2008,665,425940,50,0.0067201784793899,0.003011492,1818180,5476,0.12134440959566
"Turkey","F","noEdu.primary","55-59",2008,6062,1225960,55,0.0205598503071005,0.0045355054,1473060,6682,0.907114837873826
"Turkey","F","noEdu.primary","60-64",2008,7399,980380,60,0.0300902186473829,0.007137292,1113200,7946,0.93115747608977
"Turkey","F","secondary.higher","65-69",2008,560,77480,65,0.0277029605053458,0.0119849146,899140,10777,0.0519113131361977
"Turkey","F","secondary.higher","70-74",2008,698,47600,70,0.0519505827206916,0.0225267946,748220,16855,0.0413849655264743
"Turkey","F","noEdu.primary","75-79",2008,23774,541340,75,0.151475008488306,0.0431999094,572380,24727,0.961448269393115
"Turkey","F","noEdu.primary","80-84",2008,24912,304380,80,0.301984993515933,0.0808659228,319760,25858,0.963410543968138
"Turkey","F","secondary.higher","85+",2008,998,6680,85,0.498129042626675,0.186219422992246,166900,31081,0.0320789636027144
"Turkey","M","secondary.higher","15-19",2008,3222,3011740,15,0.000723673594285714,0.00112571448,3200800,3604,0.893808938089381
"Turkey","M","noEdu.primary","20-24",2008,1706,370960,20,0.00322311904314053,0.00165365628,3195720,5285,0.322719913653535
"Turkey","M","noEdu.primary","25-29",2008,3604,593040,25,0.0057037015440559,0.00194386136,3106840,6040,0.596543819432199
"Turkey","M","secondary.higher","30-34",2008,2329,2198360,30,0.00101922456783136,0.0022563514,2845160,6420,0.362738750404662
"Turkey","M","secondary.higher","35-39",2008,2604,1844740,35,0.00135547357369997,0.00267501136,2494760,6674,0.390049906425452
"Turkey","M","noEdu.primary","40-44",2008,4662,688380,40,0.0085276634452198,0.00332424808,2165140,7198,0.6475843812045
"Turkey","M","noEdu.primary","45-49",2008,5893,776240,45,0.0144802721474533,0.00431624888,1871120,8077,0.729556074766355
"Turkey","M","secondary.higher","50-54",2008,1935,741800,50,0.00669982949678405,0.00587388492,1567040,9205,0.210130221545747
"Turkey","M","secondary.higher","55-59",2008,1849,461980,55,0.0113094812032246,0.00885856984,1237440,10962,0.16864086757254
"Turkey","M","noEdu.primary","60-64",2008,11770,682900,60,0.0492755829247666,0.0141404696,954500,13498,0.871923096854433
"Turkey","M","noEdu.primary","65-69",2008,16823,637060,65,0.0748367769804642,0.0231835386,802560,18607,0.904118941060457
"Turkey","M","secondary.higher","70-74",2008,2126,95680,70,0.0578623421406121,0.041503656,663540,27540,0.0771728828678151
"Turkey","M","secondary.higher","75-79",2008,2329,49260,75,0.115567441865936,0.0743645416,424980,31604,0.0736662310270312
"Turkey","M","noEdu.primary","80-84",2008,20801,155880,80,0.331988635144813,0.128851774,174320,22462,0.926026661894963
"Turkey","M","noEdu.primary","85+",2008,12740,50940,85,0.600546742959183,0.243028497643109,56340,13693,0.930385328913354
"Turkey","F","secondary.higher","15-19",2008,1586,2717900,15,0.000418251085714286,0.0006506128,3121760,2032,0.780370624571036
"Turkey","F","secondary.higher","20-24",2008,1062,2387360,20,0.000463252804612068,0.0007341792,3154340,2316,0.458540630182421
"Turkey","F","noEdu.primary","25-29",2008,2239,1159820,25,0.00332057081516284,0.0009168234,3110120,2852,0.785001018952517
"Turkey","F","noEdu.primary","30-34",2008,2529,1271240,30,0.00386184657870829,0.0010710448,2905160,3112,0.81264481959616
"Turkey","F","secondary.higher","35-39",2008,695,1303200,35,0.00105801993407085,0.0012780324,2595780,3318,0.209288207618759
"Turkey","F","secondary.higher","40-44",2008,706,953400,40,0.0020090517051676,0.0015812986,2285460,3614,0.195171641030865
"Turkey","F","noEdu.primary","45-49",2008,3670,1404480,45,0.0100619849055491,0.0021097524,2055800,4338,0.845974259203831
"Turkey","F","noEdu.primary","50-54",2008,4812,1392240,50,0.0148900234602913,0.003011492,1818180,5476,0.87865559040434
"Turkey","F","secondary.higher","55-59",2008,621,247100,55,0.010442421869951,0.0045355054,1473060,6682,0.0928851621261741
"Turkey","F","secondary.higher","60-64",2008,548,132820,60,0.0164157976680484,0.007137292,1113200,7946,0.0688425239102301
"Turkey","F","noEdu.primary","65-69",2008,10218,821660,65,0.0477223755501937,0.0119849146,899140,10777,0.948088686863802
"Turkey","F","noEdu.primary","70-74",2008,16158,700620,70,0.0817597550586117,0.0225267946,748220,16855,0.958615034473526
"Turkey","F","secondary.higher","75-79",2008,954,31040,75,0.105920764776509,0.0431999094,572380,24727,0.0385517306068849
"Turkey","F","secondary.higher","80-84",2008,947,15380,80,0.226974811504101,0.0808659228,319760,25858,0.0365894560318625
"Turkey","F","noEdu.primary","85+",2008,30084,160220,85,0.626732767005347,0.186219422992246,166900,31081,0.967921036397286
"Turkey","M","noEdu.primary","15-19",2008,383,189060,15,0.00136693901142857,0.00112571448,3200800,3604,0.106191061910619
"Turkey","M","secondary.higher","20-24",2008,3580,2824760,20,0.000888560343785774,0.00165365628,3195720,5285,0.677280086346465
"Turkey","M","secondary.higher","25-29",2008,2437,2513800,25,0.000909940557210905,0.00194386136,3106840,6040,0.403456180567801
"Turkey","M","noEdu.primary","30-34",2008,4092,646800,30,0.00608666995156435,0.0022563514,2845160,6420,0.637261249595338
"Turkey","M","noEdu.primary","35-39",2008,4071,650020,35,0.00601647651484709,0.00267501136,2494760,6674,0.609950093574548
"Turkey","M","secondary.higher","40-44",2008,2537,1476760,40,0.00216346005707268,0.00332424808,2165140,7198,0.3524156187955
"Turkey","M","secondary.higher","45-49",2008,2185,1094880,45,0.00380527660259351,0.00431624888,1871120,8077,0.270443925233645
"Turkey","M","noEdu.primary","50-54",2008,7271,825240,50,0.0226375631456199,0.00587388492,1567040,9205,0.789869778454253
"Turkey","M","noEdu.primary","55-59",2008,9114,775460,55,0.0332157791426468,0.00885856984,1237440,10962,0.83135913242746
"Turkey","M","secondary.higher","60-64",2008,1729,271600,60,0.0181966088222747,0.0141404696,954500,13498,0.128076903145567
"Turkey","M","secondary.higher","65-69",2008,1785,165500,65,0.030549117309399,0.0231835386,802560,18607,0.0958810589395434
"Turkey","M","noEdu.primary","70-74",2008,25415,567860,70,0.116595812751586,0.041503656,663540,27540,0.922827117132185
"Turkey","M","noEdu.primary","75-79",2008,29276,375720,75,0.190533795602372,0.0743645416,424980,31604,0.926333768972969
"Turkey","M","secondary.higher","80-84",2008,1662,18440,80,0.224141631084399,0.128851774,174320,22462,0.0739733381050371
"Turkey","M","secondary.higher","85+",2008,954,5400,85,0.423787043660688,0.243028497643109,56340,13693,0.0696146710866458
"Turkey","F","noEdu.primary","15-19",2009,403,355380,15,0.000813444047058823,0.0006285704,3111480,1956,0.205527994330262
"Turkey","F","noEdu.primary","20-24",2009,1134,656440,20,0.00175252414313618,0.0007117456,3145120,2239,0.506379234491861
